action_id,source_unitid,source_institution_name,source_accreditor,source_action_date,source_action_type,source_action_label_raw,source_generated_statement,source_source_url,source_source_title,source_row_origin,override_unitid,override_institution_name,override_accreditor,override_action_date,override_action_type,override_action_label_raw,override_generated_statement,override_source_url,override_source_title,first_seen,review_status,reviewer,reviewer_notes,reviewed_at,grandfathered
c94f7acd9479,138275,Warner University,SACSCOC,2021-06-01,removed,removed from Probation,Removed from probation,https://web.archive.org/web/20210618190638id_/https://sacscoc.org/institutions/accreditation-actions-and-disclosures/june-2021-accreditation-actions-and-public-disclosure-statements/,June 2021 Accreditation Actions and Public Disclosure Statements - SACSCOC,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
ebe887da7c3b,139579,South University-Savannah,SACSCOC,2024-06-13,warning,"Yoho: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on June 13, 2024: The SACSCOC Board of Trustees continued accreditation following the review of the institution’s change in ownership/control/governance and placed the institution on Warning for six months for failure to comply with Core Requirement 4.1 (Governing board characteristics) and Standard 4.2.b (Board/administrative distinction). A Special Committee was not authorized to visit the institution.",Placed on warning for six months for failure to comply with Core Requirement 4.1 (Governing board characteristics) and Standard 4.2.b (Board/administrative distinction),https://ope.ed.gov/dapip/#/institution-profile/111188,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
1b76b63fa896,139579,South University-Savannah,SACSCOC,2024-12-08,removed,Accreditation Reaffirmed:  Warning Removed,Warning removed,https://ope.ed.gov/dapip/#/institution-profile/111188,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
81e4ea5f2415,139630,Emmanuel University,SACSCOC,2022-12-04,warning,"White : The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 4, 2022: The SACSCOC Board of Trustees reviewed the institution's Follow-Up Report requested in June 2018 that focused on finances and placed the institution on Warning for six (6) months for failure to comply with Core Requirement 13.1 (Financial resources}, Core Requirement 13.2 (Financial documents) , and Standard 13.3 (Financial responsibility) of the Principles of Accreditation. A Special Committee was not authorized to visit the institution.","Placed on warning for failure to comply with Core Requirement 13.1 (Financial resources), Core Requirement 13.2 (Financial documents), and Standard 13.3 (Financial responsibility)",https://ope.ed.gov/dapip/#/institution-profile/111203,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
af02f5cbba2e,139630,Emmanuel University,SACSCOC,2024-12-08,notice,"White: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 4, 2022: The SACSCOC Board of Trustees reviewed the institution's Follow-Up Report requested in June 2018 that focused on finances and placed the institution on Warning for six (6) months for failure to comply with Core Requirement 13.","Placed on warning for six (6) months for failure to comply with Core Requirement 13.1 (Financial resources), Core Requirement 13.2 (Financial documents), and Standard 13.3 (Financial responsibility)",https://ope.ed.gov/dapip/#/institution-profile/111203,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
e397ef8f9658,139630,Emmanuel University,SACSCOC,2024-07-26,removed,"Box 129 Franklin Springs, GA 30639 Dear President Hearn: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on June 15, 2023: The SACSCOC Board of Trustees reviewed the institution's Monitoring Report following action on a Fifth-Year Follow-Up Report in December 2022 and removed the institution from Warning.",Removed from warning,https://ope.ed.gov/dapip/#/institution-profile/111203,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
c29f9f0e0944,139630,Emmanuel University,SACSCOC,2023-06-15,removed,Accreditation Reaffirmed:  Warning Removed,Warning removed,https://ope.ed.gov/dapip/#/institution-profile/111203,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
b14b246a0915,140720,Paine College,SACSCOC,2020-05-29,adverse_action,Loss of Accreditation or Preaccreditation: Denial,Loss of accreditation or Preaccreditation: Denial,https://ope.ed.gov/dapip/#/institution-profile/111638,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
5eb2f652b543,140988,Shorter University,SACSCOC,2019-06-13,warning,Probation or Equivalent or a More Severe Status: Warning,Placed on warning,https://ope.ed.gov/dapip/#/institution-profile/111717,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
5fcc4f23bfb8,140988,Shorter University,SACSCOC,2020-09-03,warning,Probation or Equivalent or a More Severe Status: Warning,Placed on warning,https://ope.ed.gov/dapip/#/institution-profile/111717,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
f2dfe02753eb,140988,Shorter University,SACSCOC,2021-06-01,removed,removed from Warning,Removed from warning,https://web.archive.org/web/20210618190638id_/https://sacscoc.org/institutions/accreditation-actions-and-disclosures/june-2021-accreditation-actions-and-public-disclosure-statements/,June 2021 Accreditation Actions and Public Disclosure Statements - SACSCOC,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
f1f2a0e20937,141565,University of Hawaii at Hilo,WSCUC,2024-06-28,notice,Heightened Monitoring or Focused Review,Received heightened monitoring or focused review,https://ope.ed.gov/dapip/#/institution-profile/111920,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
b2e43c95a6d1,141565,University of Hawaii at Hilo,WSCUC,2025-06-27,removed,"WSCUC is committed to an accreditation process that adds value to institutions while contributing to public accountability, and we thank you for your continued support of this process.",Removed Notice of Concern,https://ope.ed.gov/dapip/#/institution-profile/111920,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
44ba6b1db2c3,141644,Hawaii Pacific University,WSCUC,2020-02-14,notice,Heightened Monitoring or Focused Review,Received heightened monitoring or focused review,https://ope.ed.gov/dapip/#/institution-profile/111966,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
eaa61b07a2c6,143118,Aurora University,HLC,2023-04-01,adverse_action,"Accepted the staff recommendation to revise the institution’s teach-out date for the George Williams College location to December 31, 2023.","Accepted the staff recommendation to revise the institution’s teach-out date for the George Williams College location to December 31, 2023.",https://www.hlcommission.org/for-students/accreditation-actions/april-2023/,April 2023 Actions | The Higher Learning Commission,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
663b91fc8330,143118,Aurora University,HLC,2023-04-01,other,"Approved the institution’s Provisional Plan for teach-out of an additional location: AU Challenger Learning Center for Science and Technology, 222 E. Church Street, Woodstock, IL 60098.",Approved the institution’s Provisional Plan for teach-out of an additional location: AU Challenger Learning Center for Science and Technology,https://www.hlcommission.org/for-students/accreditation-actions/april-2023/,April 2023 Actions | The Higher Learning Commission,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
a7f287a0fbc9,143118,Aurora University,HLC,2023-01-01,adverse_action,"Approved the teach-out of the George Williams College Location, 1350 Constance Blvd., Williams Bay, WI 53191.","Approved the teach-out of the George Williams College Location, 1350 Constance Blvd., Williams Bay, WI 53191.",https://www.hlcommission.org/for-students/accreditation-actions/january-2023/,January 2023 Actions | The Higher Learning Commission,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
c6d901dd4af2,146339,Judson University,HLC,2025-01-01,other,"Affirmed that the institution is addressing the concerns related to ascertaining the appropriateness of the approval and the institution’s fulfillment of any commitments made in the Change of Control application and ongoing compliance with the Criteria for Accreditation, with specific focus on Core Component 5.B.","Affirmed institution is addressing change-of-control concerns, with focus on Core Component 5.B",https://www.hlcommission.org/for-students/accreditation-actions/january-2025/,January 2025 Actions | The Higher Learning Commission,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
535660b6f12a,146339,Judson University,HLC,2023-11-01,other,"Approved the continuation of accreditation related to the application for Change of Control, Structure or Organization wherein the institution, through an Asset Purchase Agreement, acquires Ambria College of Nursing, with the intent of ultimately merging/consolidating Ambria College of Nursing within its structure and HLC accreditation. This was the first phase of two phases of approval.",Approved continuation of accreditation related to change of control involving Ambria College of Nursing,https://www.hlcommission.org/for-students/accreditation-actions/november-2023/,November 2023 Actions | The Higher Learning Commission,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
63dcddcedf25,146339,Judson University,HLC,2025-09-01,other,"Approved the continuation of accreditation related to the Change of Control, Structure, or Organization application wherein Judson University merges and consolidates Ambria College of Nursing within its structure, with Ambria College of Nursing ceasing to be an independent institution and to be operated as an additional location of Judson University. This was the second phase of two phases of approval. The Board approved the first phase in November 2023.",Approved continuation of accreditation related to change of control involving Ambria College of Nursing,https://www.hlcommission.org/for-students/accreditation-actions/september-2025/,September 2025 Actions | The Higher Learning Commission,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
b89d7abc6488,146612,Lewis University,HLC,2024-07-01,other,"Affirmed that the institution has addressed the concerns related to the appropriateness of the approval of the Change of Control, and affirmed the institution’s compliance with any commitments made in the Change of Control application and the Criteria for Accreditation.",Affirmed change-of-control concerns were addressed,https://www.hlcommission.org/for-students/accreditation-actions/july-2024/,July 2024 Actions | The Higher Learning Commission,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
127607e458a3,146612,Lewis University,HLC,2022-10-01,adverse_action,Approved the institution’s provisional teach-out plan of students enrolled in the Bachelor of Science in Dental Health Program.,Approved the institution’s provisional teach-out plan of students enrolled in the Bachelor of Science in Dental Health Program.,https://www.hlcommission.org/for-students/accreditation-actions/october-2022/,October 2022 Actions | The Higher Learning Commission,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
ed6a4d0449a7,147129,Methodist College,HLC,2023-11-01,other,Affirmed that the institution is addressing the concerns related to the appropriateness of the approval and the institution’s compliance with any commitments made in the Change of Control application and the Criteria for Accreditation or other requirements specifically articulated by the Board.,Affirmed institution is addressing change-of-control concerns,https://www.hlcommission.org/for-students/accreditation-actions/november-2023/,November 2023 Actions | The Higher Learning Commission,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
67eb9bd42cd6,147129,Methodist College,HLC,2022-11-01,other,"Approved the extension of accreditation related to the application for Change of Control, Structure or Organization wherein pursuant to the proposed Definitive Agreement, Carle Health replaces Iowa Health System as the sole member of Methodist Health Services Corporation, the current sole member of the Institution’s current corporate parent, Methodist Medical Center of Illinois.",Approved extension of accreditation related to change of control,https://www.hlcommission.org/for-students/accreditation-actions/november-2022/,November 2022 Actions | The Higher Learning Commission,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
